Order ID,Pizza Type,Turtle,Quantity,Price,Order Date,Delivery Location
ORD-02364,Cheese,Donatello,3,21.54,2023-09-08,Central Park
ORD-02365,Hawaiian,Raphael,3,20.55,2023-12-29,Sewer Lair
ORD-02366,Veggie,Donatello,4,18.19,2023-11-12,Rooftop
ORD-02367,Meat Lovers,Donatello,1,14.0,2024-03-03,Rooftop
ORD-02368,Pepperoni,Michelangelo,1,14.57,2024-03-21,Sewer Lair
ORD-02369,Cheese,Leonardo,1,11.47,2023-11-17,Rooftop
ORD-02370,Supreme,Leonardo,2,16.3,2023-08-28,April's Apartment
ORD-02371,Veggie,Raphael,1,21.54,2023-12-31,Central Park
ORD-02372,Veggie,Donatello,2,17.58,2024-03-21,April's Apartment
ORD-02373,Meat Lovers,Michelangelo,1,11.24,2024-02-21,April's Apartment
ORD-02374,Pepperoni,Leonardo,2,24.17,2023-08-30,April's Apartment
ORD-02375,Veggie,Leonardo,1,23.02,2023-08-27,Rooftop
ORD-02376,Meat Lovers,Michelangelo,5,21.98,2024-02-20,Sewer Lair
ORD-02377,Supreme,Leonardo,3,15.26,2023-08-22,April's Apartment
ORD-02378,Veggie,Leonardo,4,15.06,2024-03-02,Rooftop
ORD-02379,Pepperoni,Michelangelo,3,14.2,2024-01-24,Sewer Lair
ORD-02380,Meat Lovers,Leonardo,2,20.48,2023-10-31,Sewer Lair
ORD-02381,Cheese,Michelangelo,3,16.56,2023-12-22,Central Park
ORD-02382,Meat Lovers,Raphael,3,15.52,2024-04-03,April's Apartment
ORD-02383,Meat Lovers,Raphael,2,20.9,2024-06-24,Rooftop
ORD-02384,Supreme,Donatello,5,19.89,2023-12-27,Rooftop
ORD-02385,Supreme,Leonardo,1,18.7,2024-01-12,Sewer Lair
ORD-02386,Cheese,Michelangelo,5,20.4,2024-03-03,Central Park
ORD-02387,Supreme,Donatello,3,18.98,2023-10-25,Rooftop
ORD-02388,Supreme,Michelangelo,3,24.84,2023-09-28,Rooftop
ORD-02389,Veggie,Michelangelo,4,19.06,2024-04-25,Rooftop
ORD-02390,Veggie,Donatello,3,23.77,2023-11-13,Sewer Lair
ORD-02391,Cheese,Donatello,4,13.8,2024-01-02,Sewer Lair
ORD-02392,Pepperoni,Michelangelo,5,24.6,2024-06-21,Rooftop
ORD-02393,Pepperoni,Donatello,4,20.94,2024-03-29,Central Park
ORD-02394,Supreme,Raphael,3,13.17,2024-06-02,Central Park
ORD-02395,Meat Lovers,Michelangelo,5,11.01,2023-11-16,Sewer Lair
ORD-02396,Pepperoni,Michelangelo,4,15.14,2023-12-21,Rooftop
ORD-02397,Cheese,Raphael,4,10.74,2023-11-20,Rooftop
ORD-02398,Pepperoni,Leonardo,3,15.67,2024-01-17,Sewer Lair
ORD-02399,Supreme,Michelangelo,5,24.35,2023-12-18,Rooftop
ORD-02400,Meat Lovers,Michelangelo,2,16.95,2023-08-16,Rooftop
ORD-02401,Supreme,Donatello,1,11.95,2023-12-29,Central Park
ORD-02402,Supreme,Donatello,4,24.77,2024-02-02,Sewer Lair
ORD-02403,Meat Lovers,Donatello,3,12.09,2024-06-21,Rooftop
ORD-02404,Supreme,Donatello,3,12.18,2024-03-21,Rooftop
ORD-02405,Supreme,Donatello,5,13.68,2023-12-25,Rooftop
ORD-02406,Pepperoni,Donatello,2,10.04,2023-11-09,Central Park
ORD-02407,Supreme,Michelangelo,2,14.5,2023-11-11,Central Park
ORD-02408,Veggie,Raphael,2,16.91,2024-04-17,April's Apartment
ORD-02409,Veggie,Michelangelo,1,14.88,2023-11-25,Rooftop
ORD-02410,Veggie,Donatello,2,24.32,2024-04-26,April's Apartment
ORD-02411,Pepperoni,Donatello,4,11.18,2024-05-15,April's Apartment
ORD-02412,Pepperoni,Raphael,4,11.31,2024-07-27,Rooftop
ORD-02413,Cheese,Michelangelo,2,14.99,2023-11-07,April's Apartment
ORD-02414,Supreme,Donatello,2,11.84,2024-06-22,Rooftop
ORD-02415,Pepperoni,Michelangelo,3,19.51,2024-01-23,Sewer Lair
ORD-02416,Hawaiian,Leonardo,5,18.75,2023-10-26,Rooftop
ORD-02417,Cheese,Michelangelo,3,10.29,2023-09-01,April's Apartment
ORD-02418,Meat Lovers,Michelangelo,3,23.83,2024-01-19,Central Park
ORD-02419,Pepperoni,Donatello,2,22.13,2023-08-18,Central Park
ORD-02420,Pepperoni,Leonardo,3,15.8,2023-10-01,Rooftop
ORD-02421,Hawaiian,Raphael,3,19.87,2023-09-17,Sewer Lair
ORD-02422,Pepperoni,Raphael,4,19.44,2024-06-06,Sewer Lair
ORD-02423,Veggie,Leonardo,5,13.68,2023-12-07,Central Park
ORD-02424,Veggie,Michelangelo,4,19.55,2023-12-14,Rooftop
ORD-02425,Veggie,Donatello,3,10.74,2024-05-04,Rooftop
ORD-02426,Veggie,Michelangelo,4,19.24,2024-04-06,Rooftop
ORD-02427,Supreme,Leonardo,2,21.47,2024-03-30,Rooftop
ORD-02428,Veggie,Donatello,4,22.08,2023-09-29,April's Apartment
ORD-02429,Veggie,Michelangelo,1,14.2,2023-09-12,Central Park
ORD-02430,Veggie,Leonardo,1,23.03,2024-05-20,Central Park
ORD-02431,Meat Lovers,Donatello,1,16.3,2023-08-29,Central Park
ORD-02432,Veggie,Leonardo,5,19.37,2024-04-16,Sewer Lair
ORD-02433,Veggie,Leonardo,4,10.76,2023-12-03,April's Apartment
ORD-02434,Veggie,Leonardo,1,18.45,2024-03-31,April's Apartment
ORD-02435,Hawaiian,Donatello,1,17.09,2024-02-14,April's Apartment
ORD-02436,Pepperoni,Raphael,2,18.18,2023-11-17,Central Park
ORD-02437,Meat Lovers,Leonardo,4,22.14,2023-10-05,April's Apartment
ORD-02438,Veggie,Donatello,3,10.06,2024-06-18,Central Park
ORD-02439,Cheese,Donatello,2,24.48,2024-03-12,Rooftop
ORD-02440,Pepperoni,Leonardo,1,22.34,2024-02-09,Central Park
ORD-02441,Meat Lovers,Donatello,3,17.35,2024-05-07,April's Apartment
ORD-02442,Hawaiian,Raphael,1,20.09,2023-10-28,April's Apartment
ORD-02443,Meat Lovers,Michelangelo,5,15.58,2023-09-09,Sewer Lair
ORD-02444,Meat Lovers,Leonardo,4,17.75,2024-04-23,April's Apartment
ORD-02445,Cheese,Leonardo,4,16.73,2024-02-02,Rooftop
ORD-02446,Veggie,Leonardo,4,22.88,2023-11-22,Rooftop
ORD-02447,Supreme,Raphael,2,24.14,2024-04-28,Central Park
ORD-02448,Cheese,Leonardo,1,10.61,2024-05-02,Sewer Lair
ORD-02449,Meat Lovers,Michelangelo,2,23.76,2024-02-27,Sewer Lair
ORD-02450,Meat Lovers,Michelangelo,1,24.28,2023-12-07,April's Apartment
ORD-02451,Pepperoni,Donatello,3,16.04,2023-10-10,Central Park
ORD-02452,Veggie,Leonardo,4,21.55,2023-09-02,Central Park
ORD-02453,Pepperoni,Leonardo,2,16.06,2023-10-01,Central Park
ORD-02454,Pepperoni,Raphael,3,14.7,2023-12-03,Rooftop
ORD-02455,Supreme,Leonardo,4,15.12,2024-01-20,Sewer Lair
ORD-02456,Cheese,Raphael,1,21.18,2023-12-21,April's Apartment
ORD-02457,Hawaiian,Michelangelo,5,20.39,2024-04-22,Rooftop
ORD-02458,Pepperoni,Leonardo,1,21.85,2024-06-09,Sewer Lair
ORD-02459,Cheese,Michelangelo,1,17.43,2024-04-22,Central Park
ORD-02460,Pepperoni,Raphael,1,23.23,2024-03-20,Sewer Lair
ORD-02461,Veggie,Michelangelo,2,17.52,2023-08-31,Rooftop
ORD-02462,Supreme,Donatello,3,22.56,2023-08-22,Rooftop
ORD-02463,Pepperoni,Leonardo,4,18.38,2024-01-07,April's Apartment
ORD-02464,Meat Lovers,Raphael,3,20.94,2024-07-03,April's Apartment
ORD-02465,Pepperoni,Donatello,1,18.24,2024-05-17,Sewer Lair
ORD-02466,Hawaiian,Donatello,4,23.76,2024-02-24,Central Park
ORD-02467,Meat Lovers,Michelangelo,2,23.8,2024-01-16,Central Park
ORD-02468,Cheese,Leonardo,5,14.39,2024-03-18,Central Park
ORD-02469,Pepperoni,Raphael,3,10.84,2024-01-30,Central Park
ORD-02470,Cheese,Raphael,3,23.83,2024-04-08,Central Park
ORD-02471,Supreme,Donatello,3,16.33,2024-04-28,Sewer Lair
ORD-02472,Veggie,Donatello,2,17.86,2024-07-30,Central Park
ORD-02473,Pepperoni,Leonardo,1,21.39,2024-02-11,Central Park
ORD-02474,Veggie,Donatello,3,19.94,2023-10-15,Central Park
ORD-02475,Hawaiian,Donatello,1,17.59,2024-06-24,Sewer Lair
ORD-02476,Hawaiian,Leonardo,4,24.22,2024-05-12,April's Apartment
ORD-02477,Veggie,Leonardo,2,21.32,2024-06-05,April's Apartment
ORD-02478,Meat Lovers,Donatello,1,12.39,2023-10-13,Sewer Lair
ORD-02479,Meat Lovers,Leonardo,3,11.32,2023-10-07,Rooftop
ORD-02480,Meat Lovers,Donatello,3,13.4,2024-07-13,Sewer Lair
ORD-02481,Pepperoni,Donatello,3,16.12,2023-11-24,April's Apartment
ORD-02482,Supreme,Donatello,4,13.34,2024-06-09,Central Park
ORD-02483,Cheese,Leonardo,5,10.17,2023-12-22,April's Apartment
ORD-02484,Meat Lovers,Michelangelo,4,20.66,2024-07-16,Central Park
ORD-02485,Hawaiian,Leonardo,1,15.83,2024-01-08,April's Apartment
ORD-02486,Veggie,Leonardo,4,23.15,2024-07-03,Central Park
ORD-02487,Pepperoni,Donatello,3,19.93,2024-04-14,Sewer Lair
ORD-02488,Hawaiian,Raphael,3,23.13,2023-11-05,Sewer Lair
ORD-02489,Supreme,Michelangelo,5,21.87,2024-01-04,Central Park
ORD-02490,Hawaiian,Leonardo,1,19.4,2024-07-08,April's Apartment
ORD-02491,Pepperoni,Michelangelo,1,13.39,2023-10-05,April's Apartment
ORD-02492,Cheese,Raphael,5,22.49,2024-05-18,Rooftop
ORD-02493,Meat Lovers,Donatello,5,15.14,2023-11-24,April's Apartment
ORD-02494,Cheese,Donatello,5,22.41,2024-01-19,April's Apartment
ORD-02495,Pepperoni,Michelangelo,1,13.66,2023-11-24,Rooftop
ORD-02496,Hawaiian,Raphael,5,12.43,2023-10-11,Rooftop
ORD-02497,Meat Lovers,Raphael,2,16.63,2024-04-22,April's Apartment
ORD-02498,Supreme,Raphael,1,24.26,2023-12-29,Sewer Lair
ORD-02499,Hawaiian,Leonardo,2,17.52,2024-05-22,Sewer Lair
ORD-02500,Hawaiian,Raphael,4,17.7,2024-07-29,Rooftop
ORD-02501,Pepperoni,Raphael,4,19.73,2024-02-07,Sewer Lair
ORD-02502,Supreme,Leonardo,4,24.38,2023-10-22,April's Apartment
ORD-02503,Cheese,Michelangelo,3,16.16,2024-06-24,Sewer Lair
ORD-02504,Meat Lovers,Donatello,5,19.71,2024-01-11,Central Park
ORD-02505,Supreme,Donatello,3,20.77,2024-05-17,Central Park
ORD-02506,Meat Lovers,Leonardo,1,21.8,2023-10-21,Rooftop
ORD-02507,Supreme,Michelangelo,3,18.05,2023-11-24,Central Park
ORD-02508,Veggie,Michelangelo,1,10.0,2024-03-16,Rooftop
ORD-02509,Supreme,Michelangelo,4,24.84,2023-08-01,Rooftop
ORD-02510,Veggie,Michelangelo,2,24.85,2024-05-28,Rooftop
ORD-02511,Cheese,Raphael,1,19.4,2024-04-12,Central Park
ORD-02512,Supreme,Michelangelo,5,19.9,2024-02-18,Central Park
ORD-02513,Pepperoni,Leonardo,4,21.62,2023-08-24,Rooftop
ORD-02514,Cheese,Donatello,1,11.21,2023-08-22,Central Park
ORD-02515,Pepperoni,Donatello,5,14.76,2023-09-09,Sewer Lair
ORD-02516,Supreme,Leonardo,3,17.28,2024-02-11,Rooftop
ORD-02517,Meat Lovers,Michelangelo,4,18.88,2024-04-17,Central Park
ORD-02518,Veggie,Donatello,4,21.97,2024-01-29,April's Apartment
ORD-02519,Veggie,Leonardo,4,19.37,2023-08-01,April's Apartment
ORD-02520,Meat Lovers,Donatello,4,22.07,2023-11-01,April's Apartment
ORD-02521,Hawaiian,Leonardo,2,16.66,2023-12-22,April's Apartment
ORD-02522,Meat Lovers,Leonardo,4,20.18,2023-09-30,Rooftop
ORD-02523,Meat Lovers,Donatello,1,23.15,2024-03-14,Sewer Lair
ORD-02524,Pepperoni,Raphael,3,11.97,2023-10-28,Rooftop
ORD-02525,Pepperoni,Michelangelo,4,16.2,2023-09-22,April's Apartment
ORD-02526,Meat Lovers,Raphael,4,24.02,2024-05-20,April's Apartment
ORD-02527,Hawaiian,Leonardo,4,22.82,2024-02-26,Sewer Lair
ORD-02528,Pepperoni,Raphael,1,24.47,2023-11-27,Sewer Lair
ORD-02529,Pepperoni,Raphael,5,21.0,2023-11-05,Sewer Lair
ORD-02530,Meat Lovers,Donatello,2,18.54,2023-09-11,Rooftop
ORD-02531,Pepperoni,Leonardo,1,14.9,2024-06-11,Rooftop
ORD-02532,Veggie,Raphael,3,24.5,2023-09-19,Central Park
ORD-02533,Pepperoni,Donatello,1,24.48,2024-02-20,Central Park
ORD-02534,Supreme,Donatello,5,12.07,2023-12-02,April's Apartment
ORD-02535,Supreme,Raphael,1,14.51,2024-01-13,April's Apartment
ORD-02536,Pepperoni,Donatello,2,10.43,2023-12-05,Rooftop
ORD-02537,Supreme,Leonardo,2,17.43,2023-11-23,Sewer Lair
ORD-02538,Hawaiian,Raphael,1,16.44,2024-02-15,Sewer Lair
ORD-02539,Cheese,Raphael,4,15.76,2023-12-26,Central Park
ORD-02540,Meat Lovers,Leonardo,4,10.55,2024-04-29,Central Park
ORD-02541,Meat Lovers,Donatello,2,12.82,2023-08-21,Rooftop
ORD-02542,Veggie,Donatello,2,21.6,2024-04-14,Central Park
ORD-02543,Supreme,Raphael,4,14.95,2024-04-15,Sewer Lair
ORD-02544,Supreme,Donatello,5,11.0,2024-07-05,Rooftop
ORD-02545,Meat Lovers,Michelangelo,1,17.99,2024-01-17,Rooftop
ORD-02546,Supreme,Leonardo,2,19.73,2024-01-25,April's Apartment
ORD-02547,Pepperoni,Michelangelo,1,11.57,2024-03-07,Central Park
ORD-02548,Hawaiian,Donatello,4,22.48,2023-12-15,Rooftop
ORD-02549,Cheese,Michelangelo,5,16.63,2024-07-26,Rooftop
ORD-02550,Pepperoni,Raphael,3,15.57,2024-06-26,April's Apartment
ORD-02551,Pepperoni,Leonardo,5,14.63,2024-07-14,Central Park
ORD-02552,Pepperoni,Michelangelo,1,17.23,2023-08-17,April's Apartment
ORD-02553,Pepperoni,Michelangelo,2,12.32,2024-03-15,April's Apartment
ORD-02554,Meat Lovers,Donatello,2,23.61,2024-06-09,Sewer Lair
ORD-02555,Cheese,Raphael,2,11.55,2024-04-17,Rooftop
ORD-02556,Meat Lovers,Raphael,1,24.09,2023-12-03,April's Apartment
ORD-02557,Supreme,Leonardo,3,20.2,2024-01-19,Sewer Lair
ORD-02558,Supreme,Michelangelo,1,12.4,2023-08-28,Sewer Lair
ORD-02559,Cheese,Donatello,2,15.22,2024-06-02,Central Park
ORD-02560,Veggie,Donatello,2,15.67,2023-12-09,Central Park
ORD-02561,Veggie,Michelangelo,1,17.51,2023-08-27,Central Park
ORD-02562,Cheese,Raphael,1,24.52,2024-04-09,Central Park
ORD-02563,Meat Lovers,Raphael,2,16.99,2024-07-13,Sewer Lair
ORD-02564,Supreme,Donatello,1,22.88,2024-03-31,Sewer Lair
ORD-02565,Veggie,Donatello,2,20.88,2023-08-29,Central Park
ORD-02566,Veggie,Donatello,2,19.66,2023-10-15,Rooftop
ORD-02567,Supreme,Leonardo,3,18.45,2023-09-22,Rooftop
ORD-02568,Veggie,Leonardo,3,24.82,2024-03-07,Sewer Lair
ORD-02569,Supreme,Donatello,1,12.82,2023-11-30,April's Apartment
ORD-02570,Hawaiian,Raphael,3,20.91,2024-02-25,April's Apartment
ORD-02571,Supreme,Raphael,3,20.04,2024-06-07,Sewer Lair
ORD-02572,Meat Lovers,Leonardo,4,10.38,2024-02-24,Central Park
ORD-02573,Veggie,Donatello,2,15.86,2024-03-01,Rooftop
ORD-02574,Meat Lovers,Michelangelo,2,17.07,2024-01-17,Rooftop
ORD-02575,Meat Lovers,Leonardo,5,16.59,2024-03-10,Central Park
ORD-02576,Cheese,Raphael,3,21.32,2024-02-17,April's Apartment
ORD-02577,Meat Lovers,Michelangelo,2,23.46,2024-05-16,Sewer Lair
ORD-02578,Meat Lovers,Michelangelo,4,14.84,2023-12-04,Central Park
ORD-02579,Pepperoni,Leonardo,1,12.6,2024-01-28,April's Apartment
ORD-02580,Supreme,Michelangelo,1,12.34,2024-05-04,April's Apartment
ORD-02581,Veggie,Raphael,1,17.38,2023-11-12,April's Apartment
ORD-02582,Hawaiian,Michelangelo,1,14.19,2023-08-27,Sewer Lair
ORD-02583,Supreme,Donatello,1,21.46,2024-01-18,April's Apartment
ORD-02584,Cheese,Donatello,1,18.5,2023-11-17,Central Park
ORD-02585,Hawaiian,Michelangelo,1,11.5,2023-11-21,Rooftop
ORD-02586,Cheese,Michelangelo,4,11.22,2024-05-06,Sewer Lair
ORD-02587,Cheese,Raphael,5,22.16,2023-12-06,April's Apartment
ORD-02588,Veggie,Michelangelo,3,13.68,2023-10-18,Central Park
ORD-02589,Cheese,Michelangelo,3,11.05,2024-06-07,Central Park
ORD-02590,Pepperoni,Donatello,2,20.74,2024-05-09,April's Apartment
ORD-02591,Pepperoni,Michelangelo,2,14.74,2024-02-04,Rooftop
ORD-02592,Supreme,Leonardo,5,14.95,2023-08-08,Rooftop
ORD-02593,Supreme,Leonardo,1,12.63,2024-01-02,April's Apartment
ORD-02594,Hawaiian,Leonardo,1,20.12,2023-11-13,Sewer Lair
ORD-02595,Meat Lovers,Leonardo,1,18.57,2024-05-14,Rooftop
ORD-02596,Hawaiian,Leonardo,5,24.4,2024-03-02,Central Park
ORD-02597,Cheese,Leonardo,1,19.03,2024-02-18,April's Apartment
ORD-02598,Hawaiian,Donatello,4,17.66,2023-11-12,Central Park
ORD-02599,Cheese,Leonardo,2,21.33,2024-04-21,Rooftop
ORD-02600,Meat Lovers,Raphael,4,20.29,2024-05-10,April's Apartment
ORD-02601,Veggie,Leonardo,5,18.92,2024-06-18,Rooftop
ORD-02602,Pepperoni,Raphael,1,20.38,2024-02-29,April's Apartment
ORD-02603,Hawaiian,Donatello,3,18.73,2024-01-28,Rooftop
ORD-02604,Meat Lovers,Raphael,5,23.57,2024-05-30,Sewer Lair
ORD-02605,Pepperoni,Donatello,5,16.56,2024-02-17,April's Apartment
ORD-02606,Supreme,Leonardo,3,24.74,2023-08-26,Rooftop
ORD-02607,Hawaiian,Raphael,2,18.73,2023-08-22,April's Apartment
ORD-02608,Cheese,Raphael,3,19.27,2024-07-22,April's Apartment
ORD-02609,Supreme,Raphael,5,15.25,2024-02-25,Central Park
ORD-02610,Meat Lovers,Michelangelo,2,10.11,2024-03-13,Rooftop
ORD-02611,Pepperoni,Leonardo,2,13.7,2024-07-09,Sewer Lair
ORD-02612,Hawaiian,Michelangelo,5,21.15,2023-08-31,Central Park
ORD-02613,Veggie,Donatello,5,20.87,2024-07-25,Rooftop
ORD-02614,Veggie,Raphael,1,19.2,2024-06-15,Central Park
ORD-02615,Supreme,Michelangelo,5,12.71,2023-08-20,Rooftop
ORD-02616,Hawaiian,Raphael,2,18.17,2023-10-24,Central Park
ORD-02617,Cheese,Leonardo,1,12.5,2024-04-28,Central Park
ORD-02618,Hawaiian,Leonardo,4,17.36,2024-02-05,Rooftop
ORD-02619,Hawaiian,Raphael,5,17.08,2023-11-25,Central Park
ORD-02620,Supreme,Leonardo,5,20.85,2024-05-07,Rooftop
ORD-02621,Cheese,Donatello,1,13.19,2023-12-02,April's Apartment
ORD-02622,Veggie,Leonardo,1,24.3,2023-09-29,Rooftop
ORD-02623,Veggie,Raphael,5,23.88,2023-08-18,Central Park
ORD-02624,Supreme,Raphael,1,13.63,2024-02-19,April's Apartment
ORD-02625,Cheese,Raphael,3,14.58,2023-10-19,Central Park
ORD-02626,Meat Lovers,Raphael,4,22.07,2023-08-06,Rooftop
ORD-02627,Veggie,Michelangelo,2,24.48,2023-12-15,April's Apartment
ORD-02628,Veggie,Michelangelo,2,18.39,2024-02-11,Central Park
ORD-02629,Pepperoni,Donatello,1,13.38,2023-08-02,Sewer Lair
ORD-02630,Hawaiian,Michelangelo,4,20.18,2024-02-06,April's Apartment
ORD-02631,Veggie,Donatello,2,11.34,2023-08-26,Rooftop
ORD-02632,Supreme,Michelangelo,1,21.0,2023-12-10,Sewer Lair
ORD-02633,Supreme,Michelangelo,5,18.31,2024-06-19,April's Apartment
ORD-02634,Pepperoni,Raphael,3,24.19,2024-03-20,Sewer Lair
ORD-02635,Hawaiian,Raphael,3,12.37,2023-10-17,Central Park
ORD-02636,Hawaiian,Michelangelo,5,23.26,2023-10-23,Rooftop
ORD-02637,Pepperoni,Donatello,2,21.53,2024-01-12,Central Park
ORD-02638,Supreme,Donatello,1,16.78,2024-05-31,Sewer Lair
ORD-02639,Veggie,Michelangelo,5,23.35,2024-07-07,Rooftop
ORD-02640,Hawaiian,Donatello,4,23.47,2024-01-25,Central Park
ORD-02641,Meat Lovers,Donatello,1,24.04,2024-04-23,Sewer Lair
ORD-02642,Hawaiian,Raphael,3,10.13,2023-12-15,Rooftop
ORD-02643,Hawaiian,Donatello,2,22.79,2023-12-10,Central Park
ORD-02644,Supreme,Michelangelo,1,12.85,2023-09-13,April's Apartment
ORD-02645,Veggie,Michelangelo,4,17.79,2024-05-15,Rooftop
ORD-02646,Cheese,Leonardo,4,21.72,2024-01-02,Sewer Lair
ORD-02647,Cheese,Michelangelo,3,11.65,2024-04-04,Rooftop
ORD-02648,Supreme,Leonardo,2,19.78,2024-05-14,April's Apartment
ORD-02649,Cheese,Raphael,4,15.4,2023-08-27,April's Apartment
ORD-02650,Veggie,Leonardo,3,18.63,2024-02-23,Central Park
ORD-02651,Supreme,Michelangelo,1,16.13,2024-04-13,Central Park
ORD-02652,Supreme,Raphael,4,15.24,2024-03-31,Central Park
ORD-02653,Pepperoni,Raphael,1,10.53,2024-06-03,April's Apartment
ORD-02654,Meat Lovers,Leonardo,3,22.76,2024-05-31,April's Apartment
ORD-02655,Pepperoni,Donatello,2,21.99,2023-10-10,Central Park
ORD-02656,Meat Lovers,Donatello,2,13.93,2024-04-02,Rooftop
ORD-02657,Meat Lovers,Leonardo,3,11.92,2023-10-31,Sewer Lair
ORD-02658,Meat Lovers,Leonardo,5,18.42,2023-08-11,Sewer Lair
ORD-02659,Supreme,Raphael,2,14.61,2024-01-27,Rooftop
ORD-02660,Pepperoni,Donatello,2,16.97,2023-11-22,Rooftop
ORD-02661,Meat Lovers,Raphael,4,17.66,2024-03-31,Central Park
ORD-02662,Hawaiian,Michelangelo,2,21.03,2023-12-18,Sewer Lair
ORD-02663,Meat Lovers,Leonardo,5,12.56,2024-04-23,Rooftop
ORD-02664,Hawaiian,Raphael,5,13.65,2024-05-04,April's Apartment
ORD-02665,Meat Lovers,Raphael,3,15.82,2023-10-26,April's Apartment
ORD-02666,Hawaiian,Michelangelo,5,13.35,2023-12-16,April's Apartment
ORD-02667,Pepperoni,Raphael,4,15.34,2024-02-23,Central Park
ORD-02668,Supreme,Michelangelo,2,21.47,2024-02-23,April's Apartment
ORD-02669,Veggie,Michelangelo,5,21.49,2023-09-22,April's Apartment
ORD-02670,Hawaiian,Leonardo,1,15.16,2024-02-25,Rooftop
ORD-02671,Cheese,Raphael,5,18.68,2023-10-24,Rooftop
ORD-02672,Cheese,Leonardo,5,10.46,2023-10-03,Rooftop
ORD-02673,Supreme,Raphael,1,13.56,2024-04-08,Rooftop
ORD-02674,Hawaiian,Raphael,5,13.79,2024-01-15,April's Apartment
ORD-02675,Veggie,Raphael,1,12.88,2024-05-26,April's Apartment
ORD-02676,Hawaiian,Leonardo,3,12.84,2023-11-28,April's Apartment
ORD-02677,Supreme,Raphael,4,24.11,2023-11-10,Sewer Lair
ORD-02678,Hawaiian,Leonardo,2,14.65,2024-05-04,Sewer Lair
ORD-02679,Veggie,Leonardo,2,21.47,2023-10-15,Central Park
ORD-02680,Pepperoni,Donatello,3,23.25,2023-11-08,Rooftop
ORD-02681,Supreme,Michelangelo,3,18.41,2023-08-25,Sewer Lair
ORD-02682,Supreme,Donatello,5,15.6,2023-11-15,April's Apartment
ORD-02683,Hawaiian,Michelangelo,3,21.82,2024-04-14,Sewer Lair
ORD-02684,Supreme,Michelangelo,4,16.68,2024-07-17,Rooftop
ORD-02685,Supreme,Raphael,1,13.42,2024-02-17,Rooftop
ORD-02686,Hawaiian,Michelangelo,4,17.4,2024-05-31,Central Park
ORD-02687,Veggie,Raphael,4,23.55,2024-02-23,Sewer Lair
ORD-02688,Pepperoni,Donatello,2,14.06,2024-02-15,April's Apartment
ORD-02689,Veggie,Raphael,1,10.17,2023-10-29,Rooftop
ORD-02690,Supreme,Raphael,3,17.04,2023-12-31,Central Park
ORD-02691,Pepperoni,Leonardo,4,14.24,2024-01-24,April's Apartment
ORD-02692,Cheese,Michelangelo,5,22.3,2024-01-08,Sewer Lair
ORD-02693,Hawaiian,Donatello,1,19.63,2024-02-18,Rooftop
ORD-02694,Meat Lovers,Leonardo,3,18.17,2024-02-07,Central Park
ORD-02695,Cheese,Leonardo,1,10.05,2024-03-25,Central Park
ORD-02696,Hawaiian,Raphael,1,14.83,2023-09-03,Central Park
ORD-02697,Hawaiian,Leonardo,3,10.02,2024-04-18,April's Apartment
ORD-02698,Supreme,Raphael,4,12.06,2023-11-17,Rooftop
ORD-02699,Meat Lovers,Donatello,5,17.83,2024-02-24,Rooftop
ORD-02700,Pepperoni,Michelangelo,1,22.78,2023-10-05,Sewer Lair
ORD-02701,Pepperoni,Michelangelo,1,16.56,2023-11-13,Central Park
ORD-02702,Pepperoni,Leonardo,3,21.07,2023-09-23,Rooftop
ORD-02703,Supreme,Michelangelo,4,12.46,2023-08-15,April's Apartment
ORD-02704,Hawaiian,Raphael,5,18.22,2023-12-17,Rooftop
ORD-02705,Hawaiian,Donatello,5,13.89,2023-08-03,Sewer Lair
ORD-02706,Cheese,Leonardo,2,16.37,2023-09-19,April's Apartment
ORD-02707,Veggie,Donatello,4,19.31,2024-07-18,Sewer Lair
ORD-02708,Supreme,Raphael,4,21.72,2024-03-19,April's Apartment
ORD-02709,Supreme,Leonardo,1,17.41,2023-09-29,Sewer Lair
ORD-02710,Cheese,Raphael,5,24.49,2023-12-23,Sewer Lair
ORD-02711,Cheese,Raphael,1,22.09,2024-01-12,Rooftop
ORD-02712,Hawaiian,Raphael,5,21.14,2023-09-03,Sewer Lair
ORD-02713,Hawaiian,Raphael,4,18.28,2023-12-22,Sewer Lair
ORD-02714,Cheese,Michelangelo,2,13.28,2023-08-26,April's Apartment
ORD-02715,Veggie,Leonardo,2,12.73,2023-08-02,Rooftop
ORD-02716,Hawaiian,Michelangelo,2,20.8,2023-09-21,Central Park
ORD-02717,Cheese,Michelangelo,5,11.66,2024-05-07,April's Apartment
ORD-02718,Supreme,Leonardo,2,16.75,2024-01-19,Sewer Lair
ORD-02719,Cheese,Michelangelo,2,12.23,2024-03-28,Sewer Lair
ORD-02720,Supreme,Leonardo,3,10.23,2024-06-21,Rooftop
ORD-02721,Hawaiian,Donatello,4,14.4,2023-08-21,Sewer Lair
ORD-02722,Cheese,Leonardo,2,10.36,2023-12-31,Rooftop
ORD-02723,Hawaiian,Donatello,5,10.72,2023-09-05,Sewer Lair
ORD-02724,Hawaiian,Leonardo,5,19.04,2023-10-21,Rooftop
ORD-02725,Supreme,Donatello,5,16.16,2024-02-02,Sewer Lair
ORD-02726,Veggie,Donatello,3,20.27,2023-12-01,Central Park
ORD-02727,Supreme,Raphael,4,22.43,2024-07-31,April's Apartment
