Order ID: ORD-00001, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 2, Price: $23.54, Order Date: 2024-01-02, Delivery Location: Rooftop
Order ID: ORD-02376, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 5, Price: $21.98, Order Date: 2024-02-20, Delivery Location: Sewer Lair
Order ID: ORD-02377, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 3, Price: $15.26, Order Date: 2023-08-22, Delivery Location: April's Apartment
Order ID: ORD-02378, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 4, Price: $15.06, Order Date: 2024-03-02, Delivery Location: Rooftop
Order ID: ORD-02379, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 3, Price: $14.20, Order Date: 2024-01-24, Delivery Location: Sewer Lair
Order ID: ORD-02380, Turtle: Leonardo, Pizza Type: Meat Lovers, Quantity: 2, Price: $20.48, Order Date: 2023-10-31, Delivery Location: Sewer Lair
Order ID: ORD-02381, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 3, Price: $16.56, Order Date: 2023-12-22, Delivery Location: Central Park
Order ID: ORD-02382, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 3, Price: $15.52, Order Date: 2024-04-03, Delivery Location: April's Apartment
Order ID: ORD-02383, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 2, Price: $20.90, Order Date: 2024-06-24, Delivery Location: Rooftop
Order ID: ORD-02384, Turtle: Donatello, Pizza Type: Supreme, Quantity: 5, Price: $19.89, Order Date: 2023-12-27, Delivery Location: Rooftop
Order ID: ORD-02385, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 1, Price: $18.70, Order Date: 2024-01-12, Delivery Location: Sewer Lair
Order ID: ORD-02386, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 5, Price: $20.40, Order Date: 2024-03-03, Delivery Location: Central Park
Order ID: ORD-02387, Turtle: Donatello, Pizza Type: Supreme, Quantity: 3, Price: $18.98, Order Date: 2023-10-25, Delivery Location: Rooftop
Order ID: ORD-02388, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 3, Price: $24.84, Order Date: 2023-09-28, Delivery Location: Rooftop
Order ID: ORD-02389, Turtle: Michelangelo, Pizza Type: Veggie, Quantity: 4, Price: $19.06, Order Date: 2024-04-25, Delivery Location: Rooftop
Order ID: ORD-02390, Turtle: Donatello, Pizza Type: Veggie, Quantity: 3, Price: $23.77, Order Date: 2023-11-13, Delivery Location: Sewer Lair
Order ID: ORD-02391, Turtle: Donatello, Pizza Type: Cheese, Quantity: 4, Price: $13.80, Order Date: 2024-01-02, Delivery Location: Sewer Lair
Order ID: ORD-02392, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 5, Price: $24.60, Order Date: 2024-06-21, Delivery Location: Rooftop
Order ID: ORD-02393, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 4, Price: $20.94, Order Date: 2024-03-29, Delivery Location: Central Park
Order ID: ORD-02394, Turtle: Raphael, Pizza Type: Supreme, Quantity: 3, Price: $13.17, Order Date: 2024-06-02, Delivery Location: Central Park
Order ID: ORD-02395, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 5, Price: $11.01, Order Date: 2023-11-16, Delivery Location: Sewer Lair
Order ID: ORD-02396, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 4, Price: $15.14, Order Date: 2023-12-21, Delivery Location: Rooftop
Order ID: ORD-02397, Turtle: Raphael, Pizza Type: Cheese, Quantity: 4, Price: $10.74, Order Date: 2023-11-20, Delivery Location: Rooftop
Order ID: ORD-02398, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 3, Price: $15.67, Order Date: 2024-01-17, Delivery Location: Sewer Lair
Order ID: ORD-02399, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 5, Price: $24.35, Order Date: 2023-12-18, Delivery Location: Rooftop
Order ID: ORD-02400, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 2, Price: $16.95, Order Date: 2023-08-16, Delivery Location: Rooftop
Order ID: ORD-02401, Turtle: Donatello, Pizza Type: Supreme, Quantity: 1, Price: $11.95, Order Date: 2023-12-29, Delivery Location: Central Park
Order ID: ORD-02402, Turtle: Donatello, Pizza Type: Supreme, Quantity: 4, Price: $24.77, Order Date: 2024-02-02, Delivery Location: Sewer Lair
Order ID: ORD-02403, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 3, Price: $12.09, Order Date: 2024-06-21, Delivery Location: Rooftop
Order ID: ORD-02404, Turtle: Donatello, Pizza Type: Supreme, Quantity: 3, Price: $12.18, Order Date: 2024-03-21, Delivery Location: Rooftop
Order ID: ORD-02405, Turtle: Donatello, Pizza Type: Supreme, Quantity: 5, Price: $13.68, Order Date: 2023-12-25, Delivery Location: Rooftop
Order ID: ORD-02406, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 2, Price: $10.04, Order Date: 2023-11-09, Delivery Location: Central Park
Order ID: ORD-02407, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 2, Price: $14.50, Order Date: 2023-11-11, Delivery Location: Central Park
Order ID: ORD-02408, Turtle: Raphael, Pizza Type: Veggie, Quantity: 2, Price: $16.91, Order Date: 2024-04-17, Delivery Location: April's Apartment
Order ID: ORD-02409, Turtle: Michelangelo, Pizza Type: Veggie, Quantity: 1, Price: $14.88, Order Date: 2023-11-25, Delivery Location: Rooftop
Order ID: ORD-02410, Turtle: Donatello, Pizza Type: Veggie, Quantity: 2, Price: $24.32, Order Date: 2024-04-26, Delivery Location: April's Apartment
Order ID: ORD-02411, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 4, Price: $11.18, Order Date: 2024-05-15, Delivery Location: April's Apartment
Order ID: ORD-02412, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 4, Price: $11.31, Order Date: 2024-07-27, Delivery Location: Rooftop
Order ID: ORD-02413, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 2, Price: $14.99, Order Date: 2023-11-07, Delivery Location: April's Apartment
Order ID: ORD-02414, Turtle: Donatello, Pizza Type: Supreme, Quantity: 2, Price: $11.84, Order Date: 2024-06-22, Delivery Location: Rooftop
Order ID: ORD-02415, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 3, Price: $19.51, Order Date: 2024-01-23, Delivery Location: Sewer Lair
Order ID: ORD-02416, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 5, Price: $18.75, Order Date: 2023-10-26, Delivery Location: Rooftop
Order ID: ORD-02417, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 3, Price: $10.29, Order Date: 2023-09-01, Delivery Location: April's Apartment
Order ID: ORD-02418, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 3, Price: $23.83, Order Date: 2024-01-19, Delivery Location: Central Park
Order ID: ORD-02419, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 2, Price: $22.13, Order Date: 2023-08-18, Delivery Location: Central Park
Order ID: ORD-02420, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 3, Price: $15.80, Order Date: 2023-10-01, Delivery Location: Rooftop
Order ID: ORD-02421, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 3, Price: $19.87, Order Date: 2023-09-17, Delivery Location: Sewer Lair
Order ID: ORD-02422, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 4, Price: $19.44, Order Date: 2024-06-06, Delivery Location: Sewer Lair
Order ID: ORD-02423, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 5, Price: $13.68, Order Date: 2023-12-07, Delivery Location: Central Park
Order ID: ORD-02424, Turtle: Michelangelo, Pizza Type: Veggie, Quantity: 4, Price: $19.55, Order Date: 2023-12-14, Delivery Location: Rooftop
Order ID: ORD-02425, Turtle: Donatello, Pizza Type: Veggie, Quantity: 3, Price: $10.74, Order Date: 2024-05-04, Delivery Location: Rooftop
Order ID: ORD-02426, Turtle: Michelangelo, Pizza Type: Veggie, Quantity: 4, Price: $19.24, Order Date: 2024-04-06, Delivery Location: Rooftop
Order ID: ORD-02427, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 2, Price: $21.47, Order Date: 2024-03-30, Delivery Location: Rooftop
Order ID: ORD-02428, Turtle: Donatello, Pizza Type: Veggie, Quantity: 4, Price: $22.08, Order Date: 2023-09-29, Delivery Location: April's Apartment
Order ID: ORD-02429, Turtle: Michelangelo, Pizza Type: Veggie, Quantity: 1, Price: $14.20, Order Date: 2023-09-12, Delivery Location: Central Park
Order ID: ORD-02430, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 1, Price: $23.03, Order Date: 2024-05-20, Delivery Location: Central Park
Order ID: ORD-02431, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 1, Price: $16.30, Order Date: 2023-08-29, Delivery Location: Central Park
Order ID: ORD-02432, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 5, Price: $19.37, Order Date: 2024-04-16, Delivery Location: Sewer Lair
Order ID: ORD-02433, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 4, Price: $10.76, Order Date: 2023-12-03, Delivery Location: April's Apartment
Order ID: ORD-02434, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 1, Price: $18.45, Order Date: 2024-03-31, Delivery Location: April's Apartment
Order ID: ORD-02435, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 1, Price: $17.09, Order Date: 2024-02-14, Delivery Location: April's Apartment
Order ID: ORD-02436, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 2, Price: $18.18, Order Date: 2023-11-17, Delivery Location: Central Park
Order ID: ORD-02437, Turtle: Leonardo, Pizza Type: Meat Lovers, Quantity: 4, Price: $22.14, Order Date: 2023-10-05, Delivery Location: April's Apartment
Order ID: ORD-02438, Turtle: Donatello, Pizza Type: Veggie, Quantity: 3, Price: $10.06, Order Date: 2024-06-18, Delivery Location: Central Park
Order ID: ORD-02439, Turtle: Donatello, Pizza Type: Cheese, Quantity: 2, Price: $24.48, Order Date: 2024-03-12, Delivery Location: Rooftop
Order ID: ORD-02440, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 1, Price: $22.34, Order Date: 2024-02-09, Delivery Location: Central Park
Order ID: ORD-02441, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 3, Price: $17.35, Order Date: 2024-05-07, Delivery Location: April's Apartment
Order ID: ORD-02442, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 1, Price: $20.09, Order Date: 2023-10-28, Delivery Location: April's Apartment
Order ID: ORD-02443, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 5, Price: $15.58, Order Date: 2023-09-09, Delivery Location: Sewer Lair
Order ID: ORD-02444, Turtle: Leonardo, Pizza Type: Meat Lovers, Quantity: 4, Price: $17.75, Order Date: 2024-04-23, Delivery Location: April's Apartment
Order ID: ORD-02445, Turtle: Leonardo, Pizza Type: Cheese, Quantity: 4, Price: $16.73, Order Date: 2024-02-02, Delivery Location: Rooftop
Order ID: ORD-02446, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 4, Price: $22.88, Order Date: 2023-11-22, Delivery Location: Rooftop
Order ID: ORD-02447, Turtle: Raphael, Pizza Type: Supreme, Quantity: 2, Price: $24.14, Order Date: 2024-04-28, Delivery Location: Central Park
Order ID: ORD-02448, Turtle: Leonardo, Pizza Type: Cheese, Quantity: 1, Price: $10.61, Order Date: 2024-05-02, Delivery Location: Sewer Lair
Order ID: ORD-02449, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 2, Price: $23.76, Order Date: 2024-02-27, Delivery Location: Sewer Lair
Order ID: ORD-02450, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 1, Price: $24.28, Order Date: 2023-12-07, Delivery Location: April's Apartment
Order ID: ORD-02451, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 3, Price: $16.04, Order Date: 2023-10-10, Delivery Location: Central Park
Order ID: ORD-02452, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 4, Price: $21.55, Order Date: 2023-09-02, Delivery Location: Central Park
Order ID: ORD-02453, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 2, Price: $16.06, Order Date: 2023-10-01, Delivery Location: Central Park
Order ID: ORD-02454, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 3, Price: $14.70, Order Date: 2023-12-03, Delivery Location: Rooftop
Order ID: ORD-02455, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 4, Price: $15.12, Order Date: 2024-01-20, Delivery Location: Sewer Lair
Order ID: ORD-02456, Turtle: Raphael, Pizza Type: Cheese, Quantity: 1, Price: $21.18, Order Date: 2023-12-21, Delivery Location: April's Apartment
Order ID: ORD-02457, Turtle: Michelangelo, Pizza Type: Hawaiian, Quantity: 5, Price: $20.39, Order Date: 2024-04-22, Delivery Location: Rooftop
Order ID: ORD-02458, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 1, Price: $21.85, Order Date: 2024-06-09, Delivery Location: Sewer Lair
Order ID: ORD-02459, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 1, Price: $17.43, Order Date: 2024-04-22, Delivery Location: Central Park
Order ID: ORD-02460, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 1, Price: $23.23, Order Date: 2024-03-20, Delivery Location: Sewer Lair
Order ID: ORD-02461, Turtle: Michelangelo, Pizza Type: Veggie, Quantity: 2, Price: $17.52, Order Date: 2023-08-31, Delivery Location: Rooftop
Order ID: ORD-02462, Turtle: Donatello, Pizza Type: Supreme, Quantity: 3, Price: $22.56, Order Date: 2023-08-22, Delivery Location: Rooftop
Order ID: ORD-02463, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 4, Price: $18.38, Order Date: 2024-01-07, Delivery Location: April's Apartment
Order ID: ORD-02464, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 3, Price: $20.94, Order Date: 2024-07-03, Delivery Location: April's Apartment
Order ID: ORD-02465, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 1, Price: $18.24, Order Date: 2024-05-17, Delivery Location: Sewer Lair
Order ID: ORD-02466, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 4, Price: $23.76, Order Date: 2024-02-24, Delivery Location: Central Park
Order ID: ORD-02467, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 2, Price: $23.80, Order Date: 2024-01-16, Delivery Location: Central Park
Order ID: ORD-02468, Turtle: Leonardo, Pizza Type: Cheese, Quantity: 5, Price: $14.39, Order Date: 2024-03-18, Delivery Location: Central Park
Order ID: ORD-02469, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 3, Price: $10.84, Order Date: 2024-01-30, Delivery Location: Central Park
Order ID: ORD-02470, Turtle: Raphael, Pizza Type: Cheese, Quantity: 3, Price: $23.83, Order Date: 2024-04-08, Delivery Location: Central Park
Order ID: ORD-02471, Turtle: Donatello, Pizza Type: Supreme, Quantity: 3, Price: $16.33, Order Date: 2024-04-28, Delivery Location: Sewer Lair
Order ID: ORD-02472, Turtle: Donatello, Pizza Type: Veggie, Quantity: 2, Price: $17.86, Order Date: 2024-07-30, Delivery Location: Central Park
Order ID: ORD-02473, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 1, Price: $21.39, Order Date: 2024-02-11, Delivery Location: Central Park
Order ID: ORD-02474, Turtle: Donatello, Pizza Type: Veggie, Quantity: 3, Price: $19.94, Order Date: 2023-10-15, Delivery Location: Central Park
Order ID: ORD-02475, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 1, Price: $17.59, Order Date: 2024-06-24, Delivery Location: Sewer Lair
Order ID: ORD-02476, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 4, Price: $24.22, Order Date: 2024-05-12, Delivery Location: April's Apartment
Order ID: ORD-02477, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 2, Price: $21.32, Order Date: 2024-06-05, Delivery Location: April's Apartment
Order ID: ORD-02478, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 1, Price: $12.39, Order Date: 2023-10-13, Delivery Location: Sewer Lair
Order ID: ORD-02479, Turtle: Leonardo, Pizza Type: Meat Lovers, Quantity: 3, Price: $11.32, Order Date: 2023-10-07, Delivery Location: Rooftop
Order ID: ORD-02480, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 3, Price: $13.40, Order Date: 2024-07-13, Delivery Location: Sewer Lair
Order ID: ORD-02481, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 3, Price: $16.12, Order Date: 2023-11-24, Delivery Location: April's Apartment
Order ID: ORD-02482, Turtle: Donatello, Pizza Type: Supreme, Quantity: 4, Price: $13.34, Order Date: 2024-06-09, Delivery Location: Central Park
Order ID: ORD-02483, Turtle: Leonardo, Pizza Type: Cheese, Quantity: 5, Price: $10.17, Order Date: 2023-12-22, Delivery Location: April's Apartment
Order ID: ORD-02484, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 4, Price: $20.66, Order Date: 2024-07-16, Delivery Location: Central Park
Order ID: ORD-02485, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 1, Price: $15.83, Order Date: 2024-01-08, Delivery Location: April's Apartment
Order ID: ORD-02486, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 4, Price: $23.15, Order Date: 2024-07-03, Delivery Location: Central Park
Order ID: ORD-02487, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 3, Price: $19.93, Order Date: 2024-04-14, Delivery Location: Sewer Lair
Order ID: ORD-02488, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 3, Price: $23.13, Order Date: 2023-11-05, Delivery Location: Sewer Lair
Order ID: ORD-02489, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 5, Price: $21.87, Order Date: 2024-01-04, Delivery Location: Central Park
Order ID: ORD-02490, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 1, Price: $19.40, Order Date: 2024-07-08, Delivery Location: April's Apartment
Order ID: ORD-02491, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 1, Price: $13.39, Order Date: 2023-10-05, Delivery Location: April's Apartment
Order ID: ORD-02492, Turtle: Raphael, Pizza Type: Cheese, Quantity: 5, Price: $22.49, Order Date: 2024-05-18, Delivery Location: Rooftop
Order ID: ORD-02493, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 5, Price: $15.14, Order Date: 2023-11-24, Delivery Location: April's Apartment
Order ID: ORD-02494, Turtle: Donatello, Pizza Type: Cheese, Quantity: 5, Price: $22.41, Order Date: 2024-01-19, Delivery Location: April's Apartment
Order ID: ORD-02495, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 1, Price: $13.66, Order Date: 2023-11-24, Delivery Location: Rooftop
Order ID: ORD-02496, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 5, Price: $12.43, Order Date: 2023-10-11, Delivery Location: Rooftop
Order ID: ORD-02497, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 2, Price: $16.63, Order Date: 2024-04-22, Delivery Location: April's Apartment
Order ID: ORD-02498, Turtle: Raphael, Pizza Type: Supreme, Quantity: 1, Price: $24.26, Order Date: 2023-12-29, Delivery Location: Sewer Lair
Order ID: ORD-02499, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 2, Price: $17.52, Order Date: 2024-05-22, Delivery Location: Sewer Lair
Order ID: ORD-02500, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 4, Price: $17.70, Order Date: 2024-07-29, Delivery Location: Rooftop
Order ID: ORD-02501, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 4, Price: $19.73, Order Date: 2024-02-07, Delivery Location: Sewer Lair
Order ID: ORD-02502, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 4, Price: $24.38, Order Date: 2023-10-22, Delivery Location: April's Apartment
Order ID: ORD-02503, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 3, Price: $16.16, Order Date: 2024-06-24, Delivery Location: Sewer Lair
Order ID: ORD-02504, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 5, Price: $19.71, Order Date: 2024-01-11, Delivery Location: Central Park
Order ID: ORD-02505, Turtle: Donatello, Pizza Type: Supreme, Quantity: 3, Price: $20.77, Order Date: 2024-05-17, Delivery Location: Central Park
Order ID: ORD-02506, Turtle: Leonardo, Pizza Type: Meat Lovers, Quantity: 1, Price: $21.80, Order Date: 2023-10-21, Delivery Location: Rooftop
Order ID: ORD-02507, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 3, Price: $18.05, Order Date: 2023-11-24, Delivery Location: Central Park
Order ID: ORD-02508, Turtle: Michelangelo, Pizza Type: Veggie, Quantity: 1, Price: $10.00, Order Date: 2024-03-16, Delivery Location: Rooftop
Order ID: ORD-02509, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 4, Price: $24.84, Order Date: 2023-08-01, Delivery Location: Rooftop
Order ID: ORD-02510, Turtle: Michelangelo, Pizza Type: Veggie, Quantity: 2, Price: $24.85, Order Date: 2024-05-28, Delivery Location: Rooftop
Order ID: ORD-02511, Turtle: Raphael, Pizza Type: Cheese, Quantity: 1, Price: $19.40, Order Date: 2024-04-12, Delivery Location: Central Park
Order ID: ORD-02512, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 5, Price: $19.90, Order Date: 2024-02-18, Delivery Location: Central Park
Order ID: ORD-02513, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 4, Price: $21.62, Order Date: 2023-08-24, Delivery Location: Rooftop
Order ID: ORD-02514, Turtle: Donatello, Pizza Type: Cheese, Quantity: 1, Price: $11.21, Order Date: 2023-08-22, Delivery Location: Central Park
Order ID: ORD-02515, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 5, Price: $14.76, Order Date: 2023-09-09, Delivery Location: Sewer Lair
Order ID: ORD-02516, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 3, Price: $17.28, Order Date: 2024-02-11, Delivery Location: Rooftop
Order ID: ORD-02517, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 4, Price: $18.88, Order Date: 2024-04-17, Delivery Location: Central Park
Order ID: ORD-02518, Turtle: Donatello, Pizza Type: Veggie, Quantity: 4, Price: $21.97, Order Date: 2024-01-29, Delivery Location: April's Apartment
Order ID: ORD-02519, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 4, Price: $19.37, Order Date: 2023-08-01, Delivery Location: April's Apartment
Order ID: ORD-02520, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 4, Price: $22.07, Order Date: 2023-11-01, Delivery Location: April's Apartment
Order ID: ORD-02521, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 2, Price: $16.66, Order Date: 2023-12-22, Delivery Location: April's Apartment
Order ID: ORD-02522, Turtle: Leonardo, Pizza Type: Meat Lovers, Quantity: 4, Price: $20.18, Order Date: 2023-09-30, Delivery Location: Rooftop
Order ID: ORD-02523, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 1, Price: $23.15, Order Date: 2024-03-14, Delivery Location: Sewer Lair
Order ID: ORD-02524, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 3, Price: $11.97, Order Date: 2023-10-28, Delivery Location: Rooftop
Order ID: ORD-02525, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 4, Price: $16.20, Order Date: 2023-09-22, Delivery Location: April's Apartment
Order ID: ORD-02526, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 4, Price: $24.02, Order Date: 2024-05-20, Delivery Location: April's Apartment
Order ID: ORD-02527, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 4, Price: $22.82, Order Date: 2024-02-26, Delivery Location: Sewer Lair
Order ID: ORD-02528, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 1, Price: $24.47, Order Date: 2023-11-27, Delivery Location: Sewer Lair
Order ID: ORD-02529, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 5, Price: $21.00, Order Date: 2023-11-05, Delivery Location: Sewer Lair
Order ID: ORD-02530, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 2, Price: $18.54, Order Date: 2023-09-11, Delivery Location: Rooftop
Order ID: ORD-02531, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 1, Price: $14.90, Order Date: 2024-06-11, Delivery Location: Rooftop
Order ID: ORD-02532, Turtle: Raphael, Pizza Type: Veggie, Quantity: 3, Price: $24.50, Order Date: 2023-09-19, Delivery Location: Central Park
Order ID: ORD-02533, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 1, Price: $24.48, Order Date: 2024-02-20, Delivery Location: Central Park
Order ID: ORD-02534, Turtle: Donatello, Pizza Type: Supreme, Quantity: 5, Price: $12.07, Order Date: 2023-12-02, Delivery Location: April's Apartment
Order ID: ORD-02535, Turtle: Raphael, Pizza Type: Supreme, Quantity: 1, Price: $14.51, Order Date: 2024-01-13, Delivery Location: April's Apartment
Order ID: ORD-02536, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 2, Price: $10.43, Order Date: 2023-12-05, Delivery Location: Rooftop
Order ID: ORD-02537, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 2, Price: $17.43, Order Date: 2023-11-23, Delivery Location: Sewer Lair
Order ID: ORD-02538, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 1, Price: $16.44, Order Date: 2024-02-15, Delivery Location: Sewer Lair
Order ID: ORD-02539, Turtle: Raphael, Pizza Type: Cheese, Quantity: 4, Price: $15.76, Order Date: 2023-12-26, Delivery Location: Central Park
Order ID: ORD-02540, Turtle: Leonardo, Pizza Type: Meat Lovers, Quantity: 4, Price: $10.55, Order Date: 2024-04-29, Delivery Location: Central Park
Order ID: ORD-02541, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 2, Price: $12.82, Order Date: 2023-08-21, Delivery Location: Rooftop
Order ID: ORD-02542, Turtle: Donatello, Pizza Type: Veggie, Quantity: 2, Price: $21.60, Order Date: 2024-04-14, Delivery Location: Central Park
Order ID: ORD-02543, Turtle: Raphael, Pizza Type: Supreme, Quantity: 4, Price: $14.95, Order Date: 2024-04-15, Delivery Location: Sewer Lair
Order ID: ORD-02544, Turtle: Donatello, Pizza Type: Supreme, Quantity: 5, Price: $11.00, Order Date: 2024-07-05, Delivery Location: Rooftop
Order ID: ORD-02545, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 1, Price: $17.99, Order Date: 2024-01-17, Delivery Location: Rooftop
Order ID: ORD-02546, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 2, Price: $19.73, Order Date: 2024-01-25, Delivery Location: April's Apartment
Order ID: ORD-02547, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 1, Price: $11.57, Order Date: 2024-03-07, Delivery Location: Central Park
Order ID: ORD-02548, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 4, Price: $22.48, Order Date: 2023-12-15, Delivery Location: Rooftop
Order ID: ORD-02549, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 5, Price: $16.63, Order Date: 2024-07-26, Delivery Location: Rooftop
Order ID: ORD-02550, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 3, Price: $15.57, Order Date: 2024-06-26, Delivery Location: April's Apartment
Order ID: ORD-02551, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 5, Price: $14.63, Order Date: 2024-07-14, Delivery Location: Central Park
Order ID: ORD-02552, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 1, Price: $17.23, Order Date: 2023-08-17, Delivery Location: April's Apartment
